Supplier,Supplier_Lot,Part_No,VIN
SUP-02,LOT-9850,487-JKL,GHC***********194
SUP-02,LOT-2884,970-JKL,1F1***********WA4
SUP-02,LOT-2193,733-GHI,FXZ***********U1B
SUP-02,LOT-3967,413-GHI,2GA***********DFV
SUP-02,LOT-4441,496-JKL,TPB***********33C
SUP-02,LOT-9692,921-DEF,EU4***********YYJ
SUP-02,LOT-5836,665-ABC,8C3***********GH0
SUP-01,LOT-1697,940-DEF,SV1***********EL4
SUP-01,LOT-8225,314-GHI,VJZ***********2VW
SUP-09,LOT-7718,224-ABC,3JD***********H96
SUP-01,LOT-5577,156-JKL,6C3***********G3U
SUP-01,LOT-2485,688-JKL,SCK***********J74
SUP-09,LOT-7986,409-ABC,56P***********5Z7
SUP-01,LOT-4477,210-DEF,3BG***********201
SUP-09,LOT-9791,114-ABC,HHA***********W7V
SUP-02,LOT-3788,432-JKL,55G***********ANC
SUP-09,LOT-7353,421-GHI,NWD***********U1R
SUP-02,LOT-7241,119-GHI,9WZ***********L8B
SUP-01,LOT-2075,857-GHI,2SG***********2X7
SUP-01,LOT-5117,130-ABC,HDK***********W60
SUP-09,LOT-3150,413-DEF,LUY***********GPL
SUP-02,LOT-8808,210-DEF,0DL***********9C7
SUP-02,LOT-8658,959-ABC,A98***********CF5
SUP-01,LOT-8007,901-DEF,0JG***********MNA
SUP-01,LOT-7795,827-GHI,ZSA***********8D7
SUP-01,LOT-8758,682-JKL,D30***********X3F
SUP-02,LOT-9580,897-ABC,XM6***********M7P
SUP-01,LOT-4628,370-ABC,4JE***********N26
SUP-09,LOT-9674,515-JKL,T6G***********GHG
SUP-02,LOT-6337,611-ABC,PDY***********96N
SUP-02,LOT-3960,231-GHI,PXF***********VPM
SUP-01,LOT-3408,602-GHI,FVZ***********5U1
SUP-01,LOT-8613,292-GHI,A8W***********6WN
SUP-02,LOT-7378,201-JKL,FE7***********D90
SUP-02,LOT-5756,967-ABC,MSJ***********4ER
SUP-02,LOT-2356,684-DEF,TB9***********NDY
SUP-01,LOT-4793,829-DEF,X62***********F2E
SUP-01,LOT-4017,845-ABC,0EG***********ZAD
SUP-09,LOT-4492,498-DEF,5YE***********ABH
SUP-09,LOT-4531,143-JKL,LAN***********72G
SUP-02,LOT-8163,354-JKL,VZ2***********7H2
SUP-01,LOT-7629,845-GHI,FKW***********RSG
SUP-01,LOT-4862,944-JKL,USH***********C49
SUP-01,LOT-7010,510-ABC,R5W***********A4M
SUP-01,LOT-9941,634-GHI,BVJ***********6DE
SUP-02,LOT-3620,453-JKL,EBD***********7YX
SUP-01,LOT-8939,787-JKL,0HK***********WUG
SUP-02,LOT-1374,125-JKL,DFM***********N6E
SUP-01,LOT-3020,391-ABC,V53***********1TV
SUP-02,LOT-6125,421-GHI,VJ1***********N0W
SUP-02,LOT-4091,555-DEF,NSR***********DB4
SUP-02,LOT-3934,858-JKL,FG6***********381
SUP-01,LOT-3959,381-ABC,90G***********37K
SUP-01,LOT-1012,439-GHI,ZBM***********CVC
SUP-09,LOT-7153,480-JKL,GE7***********J4C
SUP-02,LOT-4113,313-DEF,FWZ***********9HK
SUP-02,LOT-7036,167-JKL,XJH***********4RJ
SUP-01,LOT-5164,962-DEF,R1K***********KTL
SUP-01,LOT-1297,616-DEF,7ZY***********L0W
SUP-02,LOT-5479,275-DEF,TYN***********CL7
SUP-09,LOT-5339,869-DEF,5V0***********LLT
SUP-01,LOT-9710,636-JKL,VCF***********FV2
SUP-01,LOT-7135,281-ABC,UN4***********H9F
SUP-09,LOT-5622,141-GHI,DCE***********XB4
SUP-09,LOT-6486,565-JKL,W3N***********BT8
SUP-02,LOT-4049,191-GHI,UJ8***********5CG
SUP-09,LOT-6710,480-ABC,VMN***********3G3
SUP-02,LOT-6911,178-DEF,CA4***********33X
SUP-02,LOT-4087,379-ABC,DMM***********ZNU
SUP-02,LOT-5345,467-GHI,EBL***********74D
SUP-01,LOT-9352,240-GHI,781***********466
SUP-01,LOT-8125,151-GHI,578***********6PR
SUP-01,LOT-8015,686-ABC,3BP***********SW2
SUP-09,LOT-5419,227-GHI,ZWZ***********WEJ
SUP-01,LOT-5584,656-ABC,TMW***********ZF7
SUP-09,LOT-1475,857-JKL,W0K***********ZX7
SUP-01,LOT-4463,236-GHI,250***********B9E
SUP-09,LOT-6895,934-DEF,6Z4***********DSE
SUP-01,LOT-6128,223-GHI,3DF***********6C9
SUP-02,LOT-8600,826-GHI,JXM***********0S0
SUP-02,LOT-9735,303-GHI,XRE***********L5Z
SUP-09,LOT-1525,836-DEF,EFN***********K7P
SUP-01,LOT-1712,750-GHI,DUE***********PBB
SUP-09,LOT-9411,838-GHI,HJ4***********DA1
SUP-02,LOT-4665,819-JKL,3R8***********74T
SUP-02,LOT-6916,567-GHI,L7B***********EHM
SUP-01,LOT-3866,780-DEF,L8F***********EG2
SUP-01,LOT-2226,267-DEF,NXT***********90J
SUP-02,LOT-1971,340-ABC,CM7***********FB7
SUP-09,LOT-9021,861-ABC,PFN***********VTM
SUP-02,LOT-7596,898-GHI,FDC***********4V5
SUP-09,LOT-2734,548-GHI,WR3***********75M
SUP-09,LOT-5791,123-GHI,ETM***********EWY
SUP-09,LOT-2953,551-JKL,187***********6ET
SUP-01,LOT-6098,465-ABC,VG3***********0SD
SUP-02,LOT-1893,322-GHI,CZD***********JHC
SUP-01,LOT-5896,605-ABC,EW7***********U6F
SUP-01,LOT-9672,323-ABC,D6Y***********YBY
SUP-09,LOT-8008,184-GHI,UDR***********92J
SUP-09,LOT-3590,135-DEF,S91***********VCZ
SUP-02,LOT-9745,991-JKL,A02***********XLW
SUP-02,LOT-9158,774-ABC,0XG***********PLM
SUP-01,LOT-2991,197-GHI,EE9***********0WM
SUP-01,LOT-1298,931-DEF,UA4***********ZWH
SUP-01,LOT-5771,838-GHI,ZYD***********ZW0
SUP-01,LOT-4179,241-DEF,LL0***********TUK
SUP-02,LOT-1412,875-GHI,HWP***********C1X
SUP-01,LOT-2757,541-DEF,YXZ***********Z5U
SUP-01,LOT-4687,672-JKL,V2P***********C5K
SUP-02,LOT-4083,487-GHI,988***********P3D
SUP-01,LOT-7466,445-DEF,6EF***********LLA
SUP-01,LOT-2802,964-DEF,DNL***********7JP
SUP-09,LOT-5559,477-DEF,8NX***********B5H
SUP-01,LOT-5638,279-GHI,123***********A3J
SUP-09,LOT-3971,567-ABC,5W7***********3Z0
SUP-02,LOT-6906,714-GHI,WSX***********8ZG
SUP-01,LOT-8768,926-DEF,7XF***********X0C
SUP-02,LOT-9075,705-DEF,4JU***********H48
SUP-02,LOT-1608,643-JKL,TED***********4ZV
SUP-01,LOT-3488,883-ABC,RYG***********RX1
SUP-02,LOT-4711,501-JKL,NPL***********5G8
SUP-09,LOT-9123,570-JKL,YJ6***********7EA
SUP-02,LOT-6052,241-DEF,59S***********FDD
SUP-01,LOT-5170,848-DEF,P32***********CGY
SUP-09,LOT-5016,217-GHI,PS4***********705
SUP-02,LOT-6713,953-ABC,601***********AJX
SUP-09,LOT-3976,622-JKL,M7W***********YVJ
SUP-01,LOT-3267,338-DEF,U4T***********1UN
SUP-09,LOT-7333,302-DEF,E9H***********ZUN
SUP-01,LOT-2877,459-DEF,98K***********TD7
SUP-02,LOT-5450,581-GHI,PF9***********2FK
SUP-02,LOT-5370,224-GHI,475***********EWD
SUP-09,LOT-1830,580-JKL,7KX***********386
SUP-01,LOT-9705,685-GHI,NB1***********4VK
SUP-02,LOT-4576,117-JKL,LDE***********228
SUP-02,LOT-6738,206-GHI,N2Y***********VVN
SUP-09,LOT-6403,376-JKL,CG8***********KBN
SUP-09,LOT-5001,573-DEF,TVY***********8WM
SUP-09,LOT-9213,438-GHI,8LK***********FEJ
SUP-09,LOT-3480,840-GHI,ABR***********6G4
SUP-01,LOT-2830,338-GHI,NBA***********UBA
SUP-09,LOT-9359,676-DEF,8FJ***********LF4
SUP-01,LOT-7541,545-ABC,K3M***********YW8
SUP-01,LOT-4080,262-GHI,84U***********MYP
SUP-09,LOT-3504,684-ABC,1ME***********NC4
SUP-02,LOT-1893,700-JKL,PRG***********806
SUP-02,LOT-2252,697-DEF,M79***********AKT
SUP-01,LOT-1583,671-JKL,050***********AFA
SUP-09,LOT-4854,447-DEF,321***********ANR
SUP-02,LOT-3963,191-DEF,R5A***********M03
SUP-09,LOT-9259,329-ABC,37X***********FR3
SUP-02,LOT-9096,602-ABC,WSV***********D92
SUP-01,LOT-5061,997-GHI,JK9***********M5J
SUP-02,LOT-8190,339-DEF,L9F***********AW3
SUP-09,LOT-6204,349-ABC,KT0***********Y1K
SUP-09,LOT-9112,163-JKL,EJ7***********RS3
SUP-01,LOT-1420,121-DEF,04F***********BC1
SUP-09,LOT-2080,557-ABC,FYL***********KRE
SUP-02,LOT-9093,780-ABC,E80***********YEB
SUP-01,LOT-3150,288-ABC,AM4***********ZNX
SUP-01,LOT-8926,456-ABC,YW5***********8YK
SUP-02,LOT-6554,907-GHI,GWH***********698
SUP-02,LOT-2623,899-ABC,Z5E***********EXR
SUP-01,LOT-3625,791-GHI,1RM***********U2A
SUP-01,LOT-9241,337-DEF,9CA***********0DW
SUP-01,LOT-2234,668-JKL,HZW***********8NK
SUP-09,LOT-2790,366-JKL,E4B***********PSN
SUP-02,LOT-3326,965-ABC,XAV***********K8Y
SUP-09,LOT-6877,866-ABC,RSK***********MH7
SUP-02,LOT-8792,908-JKL,KRH***********U4N
SUP-02,LOT-9495,927-DEF,C2Z***********C84
SUP-09,LOT-8191,732-ABC,D3G***********GN8
SUP-09,LOT-6092,907-JKL,15V***********APH
SUP-09,LOT-7900,270-JKL,L34***********48D
SUP-09,LOT-9921,809-DEF,1BP***********FA8
SUP-09,LOT-3141,271-ABC,TB6***********H83
SUP-09,LOT-4729,950-JKL,R6W***********6NE
SUP-09,LOT-8176,315-JKL,9B8***********6FX
SUP-09,LOT-1122,877-ABC,278***********U6V
SUP-09,LOT-2916,317-DEF,SAL***********UT4
SUP-02,LOT-8875,950-ABC,0X6***********3Y3
SUP-09,LOT-2173,698-JKL,AR5***********RAJ
SUP-09,LOT-1323,429-DEF,X13***********XER
SUP-02,LOT-2154,272-ABC,0WF***********LD2
SUP-09,LOT-1544,233-JKL,F9L***********V3J
SUP-01,LOT-6578,731-JKL,5TV***********8W5
SUP-09,LOT-8660,763-GHI,1YV***********GV3
SUP-02,LOT-6027,127-DEF,6KV***********WU7
SUP-01,LOT-7768,943-JKL,RZS***********51Y
SUP-09,LOT-4746,512-DEF,7VN***********1SL
SUP-01,LOT-5617,279-JKL,CA6***********SC1
SUP-02,LOT-4154,115-GHI,22G***********K6S
SUP-02,LOT-4241,261-DEF,8DU***********T0Z
SUP-01,LOT-8176,309-JKL,74B***********CNY
SUP-01,LOT-7482,995-JKL,7NT***********6X5
SUP-09,LOT-7661,386-ABC,EAL***********14N
SUP-09,LOT-6361,734-ABC,TSC***********C68
SUP-09,LOT-9085,739-DEF,8S0***********LXY
SUP-02,LOT-5607,573-GHI,HZP***********D3M
SUP-02,LOT-9134,839-JKL,GWC***********49W
SUP-01,LOT-5069,820-DEF,47S***********NKG
SUP-09,LOT-6915,939-ABC,WGG***********6LX
SUP-09,LOT-5768,815-ABC,C73***********XST
SUP-02,LOT-3262,354-JKL,M2T***********R9Y
SUP-01,LOT-6171,114-GHI,0TK***********BE3
SUP-09,LOT-1070,254-DEF,6U6***********SM1
SUP-02,LOT-7265,239-JKL,TKT***********R29
SUP-01,LOT-4750,809-ABC,V6P***********752
SUP-09,LOT-9407,251-GHI,T4K***********XVK
SUP-02,LOT-8898,641-ABC,X1S***********1CA
SUP-01,LOT-4444,887-DEF,9PW***********4VP
SUP-01,LOT-6710,836-GHI,JMK***********N48
SUP-01,LOT-3340,522-ABC,AZ9***********GY7
SUP-09,LOT-8301,217-DEF,4X1***********HW8
SUP-01,LOT-3787,974-ABC,4YU***********RJF
SUP-09,LOT-7161,917-GHI,B96***********N54
SUP-02,LOT-7446,598-GHI,J7Y***********EG5
SUP-02,LOT-6026,825-JKL,A5X***********GJF
SUP-01,LOT-1076,225-JKL,7TF***********M97
SUP-01,LOT-7017,107-ABC,7W2***********31W
SUP-09,LOT-3802,138-GHI,0VM***********WAE
SUP-02,LOT-9712,795-GHI,C6B***********P45
SUP-02,LOT-2255,242-GHI,BV4***********PEJ
SUP-02,LOT-9570,294-DEF,8DY***********BNU
SUP-01,LOT-1294,757-DEF,8LW***********J96
SUP-01,LOT-7185,208-DEF,3DX***********T84
SUP-02,LOT-5736,183-ABC,9JN***********VJ8
SUP-02,LOT-6131,366-GHI,CPH***********339
SUP-09,LOT-8010,153-GHI,YSF***********J44
SUP-09,LOT-8878,542-ABC,V5F***********GR9
SUP-09,LOT-4292,533-ABC,SYP***********D5Y
SUP-01,LOT-4306,237-GHI,4LB***********PLL
SUP-01,LOT-6767,791-DEF,MGX***********WM7
SUP-01,LOT-4666,893-JKL,7ZN***********S13
SUP-09,LOT-2898,460-GHI,FBP***********7V8
SUP-02,LOT-3768,960-DEF,DAY***********Z72
SUP-02,LOT-5716,731-JKL,XJ3***********LNM
SUP-09,LOT-4727,248-JKL,5X4***********FLV
SUP-09,LOT-4437,163-DEF,C2L***********EGT
SUP-01,LOT-5864,935-JKL,C1E***********Y6T
SUP-02,LOT-9175,753-GHI,FLD***********FJ9
SUP-02,LOT-3540,596-ABC,CYP***********P0M
SUP-09,LOT-2239,896-GHI,719***********G6F
SUP-09,LOT-5132,388-ABC,1B3***********XFR
SUP-02,LOT-7522,600-JKL,ZCM***********RHY
SUP-02,LOT-2787,205-GHI,J0G***********T9Y
SUP-09,LOT-5474,496-DEF,KMY***********W72
SUP-02,LOT-4974,551-ABC,5J3***********ZEN
SUP-01,LOT-1259,736-ABC,GA2***********L2P
SUP-09,LOT-8757,905-GHI,BM5***********L0J
SUP-02,LOT-3031,740-JKL,SVC***********CFY
SUP-02,LOT-9928,625-JKL,0M7***********K8R
SUP-09,LOT-8710,127-ABC,FZK***********B3R
SUP-01,LOT-3801,194-JKL,F8R***********WVA
SUP-01,LOT-6357,947-DEF,F30***********5F5
SUP-02,LOT-7339,902-GHI,6ER***********TGA
SUP-02,LOT-3490,593-GHI,PZL***********9YR
SUP-02,LOT-8641,517-GHI,Y36***********1RW
SUP-09,LOT-3881,838-GHI,RBL***********K2S
SUP-01,LOT-9897,465-GHI,C0X***********20Y
SUP-01,LOT-5965,275-JKL,EMF***********T3H
SUP-01,LOT-8031,568-ABC,44T***********M5L
SUP-02,LOT-9103,854-DEF,SU2***********PM5
SUP-01,LOT-6979,925-ABC,4F5***********0ZC
SUP-01,LOT-8010,862-JKL,99R***********VJN
SUP-09,LOT-7933,302-ABC,LZP***********S1F
SUP-01,LOT-6020,955-GHI,JS1***********XSZ
SUP-09,LOT-6254,213-ABC,4H0***********5DF
SUP-02,LOT-5392,426-ABC,K97***********7NL
SUP-09,LOT-5002,692-GHI,M6D***********ZCT
SUP-01,LOT-4708,110-DEF,RM5***********6UF
SUP-02,LOT-6024,916-DEF,TLH***********7ZU
SUP-01,LOT-3951,847-ABC,4MR***********ZAJ
SUP-09,LOT-5923,426-JKL,XUP***********B7T
SUP-09,LOT-8175,370-DEF,WSB***********RDU
SUP-02,LOT-5353,168-ABC,2FJ***********38A
SUP-01,LOT-4769,558-GHI,4NL***********PFE
SUP-02,LOT-4919,764-DEF,ZBE***********C70
SUP-01,LOT-8942,650-JKL,ZGV***********CW4
SUP-09,LOT-6686,507-DEF,P7N***********BH4
SUP-09,LOT-4795,547-ABC,E96***********JGG
SUP-02,LOT-4548,348-JKL,ZK5***********72C
SUP-09,LOT-7175,531-JKL,ZPE***********SF6
SUP-02,LOT-9366,399-ABC,5RP***********R4C
SUP-09,LOT-9973,215-ABC,A26***********JJ2
SUP-09,LOT-3425,769-JKL,YFA***********G7G
SUP-09,LOT-9708,682-DEF,V66***********RV2
SUP-09,LOT-3518,157-ABC,8M4***********1LR
SUP-01,LOT-3149,581-ABC,4L2***********PDS
SUP-09,LOT-9983,104-ABC,2NG***********XA0
SUP-02,LOT-7378,980-DEF,T1P***********9L1
SUP-09,LOT-4685,565-GHI,BCZ***********2FZ
SUP-02,LOT-1462,876-ABC,7FS***********W6U
SUP-01,LOT-2411,853-GHI,HKF***********G2X
SUP-02,LOT-3573,359-JKL,G8N***********EDB
SUP-09,LOT-9611,658-DEF,W9A***********W1T
SUP-01,LOT-7568,200-GHI,R63***********SJ4
SUP-01,LOT-9982,225-DEF,W17***********T30
SUP-01,LOT-1626,574-ABC,SYS***********B3R
SUP-02,LOT-3675,496-DEF,TDT***********4DZ
SUP-02,LOT-1673,163-DEF,HFY***********DFN
SUP-02,LOT-8730,301-JKL,DXY***********6CT
SUP-01,LOT-1134,632-ABC,PTT***********3V3
SUP-02,LOT-2911,753-JKL,GWD***********7C7
SUP-01,LOT-3914,778-JKL,5YH***********EDZ
SUP-02,LOT-5821,340-DEF,LNB***********A1H
SUP-09,LOT-9231,323-DEF,J3U***********C7Z
SUP-02,LOT-8687,759-GHI,MMH***********GRB
SUP-09,LOT-4536,883-ABC,56W***********9BG
SUP-02,LOT-8457,269-JKL,X75***********RDZ
SUP-02,LOT-3918,308-ABC,M2U***********US8
SUP-01,LOT-4683,890-DEF,8M3***********4D0
SUP-02,LOT-1993,169-ABC,Z67***********TKR
SUP-09,LOT-7068,623-DEF,NPC***********BE5
SUP-09,LOT-6576,854-DEF,41M***********CHK
SUP-09,LOT-5472,729-DEF,7E0***********A49
SUP-09,LOT-5290,182-GHI,7N5***********LX3
SUP-02,LOT-2189,510-GHI,HMY***********YDD
SUP-02,LOT-5812,516-DEF,1CF***********HYU
SUP-09,LOT-3872,114-ABC,1GA***********MRK
SUP-01,LOT-5609,428-JKL,A3K***********NVB
SUP-01,LOT-4702,686-ABC,5AW***********4C3
SUP-09,LOT-7219,186-GHI,CE4***********UCZ
SUP-02,LOT-9518,350-GHI,3NS***********5KR
SUP-09,LOT-8827,803-ABC,ZZN***********1E1
SUP-02,LOT-2737,514-GHI,VMD***********RDS
SUP-01,LOT-2083,651-GHI,9PB***********H7K
SUP-02,LOT-4669,547-JKL,N0Y***********JL7
SUP-09,LOT-3156,155-GHI,PR8***********LKS
SUP-02,LOT-5400,458-GHI,N6E***********UWG
SUP-01,LOT-3502,722-GHI,6MP***********BDJ
SUP-01,LOT-1224,334-GHI,43M***********CH9
SUP-01,LOT-2557,240-JKL,EVA***********T5R
SUP-09,LOT-9375,225-DEF,198***********N33
SUP-01,LOT-9882,356-DEF,4Y3***********TVP
SUP-09,LOT-9061,237-GHI,CJ5***********G6T
SUP-02,LOT-4501,238-JKL,8JY***********ACE
SUP-01,LOT-4777,194-ABC,EN9***********XNP
SUP-02,LOT-3435,800-DEF,A40***********2MG
SUP-09,LOT-3461,862-GHI,XRN***********GWA
SUP-02,LOT-6878,794-ABC,JLR***********S4X
SUP-02,LOT-4019,731-DEF,7ZW***********4ZB
SUP-01,LOT-5654,943-JKL,URB***********4AS
SUP-02,LOT-9207,460-ABC,5P9***********7DB
SUP-01,LOT-6953,713-DEF,3V6***********W4P
SUP-02,LOT-8172,128-GHI,2MJ***********L30
SUP-01,LOT-2455,641-DEF,L80***********CMG
SUP-01,LOT-9237,984-GHI,CLY***********9VR
SUP-09,LOT-6510,435-DEF,7WX***********WFE
SUP-02,LOT-6683,483-GHI,E4D***********3Z8
SUP-09,LOT-4760,899-DEF,BEH***********19J
SUP-09,LOT-7208,156-GHI,2XY***********KJC
SUP-02,LOT-3833,522-DEF,XDM***********64Y
SUP-01,LOT-5093,564-GHI,53D***********XN1
SUP-01,LOT-5589,607-ABC,NK2***********5N1
SUP-09,LOT-1712,669-DEF,BPD***********018
SUP-09,LOT-7849,631-DEF,YND***********XC5
SUP-02,LOT-7067,642-ABC,27R***********4C5
SUP-09,LOT-9263,666-GHI,94T***********N5S
SUP-09,LOT-2924,838-GHI,AUB***********G7C
SUP-01,LOT-9315,112-GHI,U78***********1NS
SUP-01,LOT-6646,204-ABC,4HU***********X5J
SUP-02,LOT-1087,170-ABC,L5L***********FZA
SUP-09,LOT-7409,683-DEF,12U***********ZPX
SUP-09,LOT-6364,351-JKL,JND***********SL8
SUP-01,LOT-5443,546-DEF,NVA***********SUZ
SUP-01,LOT-9674,572-ABC,MHB***********C2V
SUP-02,LOT-3258,192-JKL,H1C***********A5D
SUP-01,LOT-8297,912-DEF,Y7J***********9PU
SUP-01,LOT-6946,213-GHI,31H***********H5L
SUP-09,LOT-7200,148-GHI,YDC***********VS9
SUP-09,LOT-7779,968-GHI,T4V***********MZJ
SUP-09,LOT-9272,785-JKL,YN6***********NGX
SUP-09,LOT-9409,329-DEF,52P***********RGR
SUP-02,LOT-1044,762-JKL,RB2***********HFY
SUP-09,LOT-4128,664-ABC,6E4***********CYX
SUP-09,LOT-4480,357-JKL,F8Z***********G7M
SUP-01,LOT-7726,416-GHI,WRK***********L8U
SUP-09,LOT-1305,167-DEF,ZSJ***********5NB
SUP-02,LOT-1410,144-JKL,5KM***********U12
SUP-09,LOT-7167,411-DEF,X62***********YSY
SUP-09,LOT-2100,768-GHI,93L***********5UE
SUP-02,LOT-4834,750-DEF,3XJ***********A37
SUP-09,LOT-4444,810-JKL,6M6***********L9J
SUP-01,LOT-2465,368-ABC,9UM***********TMJ
SUP-02,LOT-1828,685-DEF,EYJ***********VA9
SUP-02,LOT-4796,418-DEF,APC***********GG0
SUP-01,LOT-9744,169-DEF,AR5***********H27
SUP-09,LOT-8380,591-GHI,P0V***********2CT
SUP-02,LOT-1636,373-ABC,U5G***********998
SUP-01,LOT-4709,368-JKL,MET***********XS7
SUP-09,LOT-1273,397-DEF,1LC***********BD1
SUP-02,LOT-5333,213-JKL,0AX***********067
SUP-01,LOT-2323,241-DEF,TM5***********HY2
SUP-02,LOT-9908,582-JKL,8FT***********XLJ
SUP-09,LOT-5561,689-ABC,7SP***********9H6
SUP-02,LOT-8561,559-JKL,G45***********47P
SUP-02,LOT-2201,753-JKL,6UB***********8EC
SUP-09,LOT-9612,385-JKL,H79***********BZD
SUP-01,LOT-8028,489-GHI,4YX***********B8R
SUP-02,LOT-1896,323-JKL,7M2***********RDE
SUP-09,LOT-4329,101-GHI,92Y***********0UU
SUP-01,LOT-6514,403-JKL,XLH***********149
SUP-02,LOT-7691,758-DEF,CSD***********LML
SUP-09,LOT-4565,382-GHI,BN1***********DRA
SUP-09,LOT-2994,590-DEF,7WC***********67P
SUP-01,LOT-6920,712-GHI,T54***********RSB
SUP-01,LOT-4694,264-GHI,XNT***********C4B
SUP-09,LOT-9338,784-ABC,Z22***********EC1
SUP-09,LOT-1622,286-DEF,E3W***********WH2
SUP-02,LOT-3353,767-ABC,SB9***********P7Y
SUP-01,LOT-5224,894-JKL,EH5***********HHE
SUP-09,LOT-8881,834-JKL,5WB***********453
SUP-01,LOT-6354,587-JKL,J5L***********DY7
SUP-02,LOT-9066,107-JKL,WYE***********GV9
SUP-02,LOT-3610,469-GHI,HYF***********6GC
SUP-09,LOT-4900,119-ABC,5N4***********0JG
SUP-02,LOT-2037,293-ABC,BFB***********EP2
SUP-02,LOT-2405,693-ABC,TR5***********1XN
SUP-09,LOT-1955,410-ABC,VFC***********K0S
SUP-02,LOT-7815,228-GHI,S4F***********JPT
SUP-09,LOT-1220,581-DEF,9CU***********LUU
SUP-02,LOT-5147,764-JKL,4FG***********U5V
SUP-01,LOT-1948,329-DEF,RM1***********ES4
SUP-09,LOT-3205,603-ABC,38S***********XMX
SUP-09,LOT-9252,687-ABC,L01***********GDE
SUP-02,LOT-2683,618-ABC,CNU***********GJG
SUP-02,LOT-5172,514-GHI,KWR***********SGY
SUP-09,LOT-9339,295-GHI,8T1***********B6A
SUP-01,LOT-5877,635-GHI,HGF***********YKF
SUP-01,LOT-1294,487-ABC,NHH***********M4P
SUP-01,LOT-4419,134-GHI,ZKT***********DEN
SUP-01,LOT-6817,448-ABC,T0J***********9WV
SUP-02,LOT-1441,981-ABC,GYV***********2HH
SUP-01,LOT-4954,334-GHI,AHB***********3VD
SUP-01,LOT-6060,691-GHI,9M9***********TTM
SUP-09,LOT-7766,816-GHI,6RX***********3NG
SUP-09,LOT-8356,180-DEF,2EE***********HZ6
SUP-01,LOT-1808,807-ABC,GAG***********9NB
SUP-02,LOT-1112,657-ABC,UNG***********GFL
SUP-01,LOT-3723,582-JKL,J1C***********0WH
SUP-02,LOT-2293,925-JKL,6XA***********ZDZ
SUP-02,LOT-6685,526-JKL,42H***********3PP
SUP-01,LOT-8456,903-ABC,M0V***********SZM
SUP-02,LOT-3603,755-JKL,DVS***********9ZM
SUP-09,LOT-2232,465-JKL,4KW***********BPC
SUP-02,LOT-4921,590-ABC,Z8S***********B4W
SUP-01,LOT-3281,603-JKL,8B2***********RM1
SUP-02,LOT-6001,336-JKL,616***********7TE
SUP-02,LOT-5952,715-DEF,J91***********ZG4
SUP-02,LOT-4113,769-GHI,W6K***********47C
SUP-09,LOT-1431,991-ABC,72C***********U0V
SUP-02,LOT-8609,266-DEF,XP2***********4BS
SUP-02,LOT-7850,231-ABC,7C6***********7GA
SUP-01,LOT-8205,323-DEF,T7N***********F7D
SUP-02,LOT-9388,627-JKL,LG7***********1EU
SUP-02,LOT-8896,706-JKL,EWP***********A9Z
SUP-09,LOT-9765,593-ABC,B6N***********JRJ
SUP-09,LOT-9737,547-DEF,JUH***********6X9
SUP-09,LOT-9457,103-ABC,04M***********14G
SUP-02,LOT-5505,136-JKL,HPB***********31U
SUP-09,LOT-1050,397-DEF,WGY***********RZW
SUP-02,LOT-2850,513-ABC,XBE***********R6J
SUP-01,LOT-8990,852-DEF,NYB***********M6E
SUP-01,LOT-8980,188-JKL,LH5***********4FS
SUP-01,LOT-5358,313-GHI,X5V***********A53
SUP-01,LOT-7170,118-JKL,1CC***********RPV
SUP-01,LOT-6725,298-ABC,6R8***********TSE
SUP-02,LOT-7323,928-ABC,EPA***********10G
SUP-01,LOT-8496,377-ABC,EBY***********58S
SUP-02,LOT-5939,402-JKL,WH3***********5JH
SUP-01,LOT-9938,155-DEF,SJC***********H6D
SUP-09,LOT-7813,162-GHI,B6K***********7HR
SUP-02,LOT-7341,223-ABC,HEB***********NLV
SUP-02,LOT-6624,341-ABC,H2J***********F5A
SUP-02,LOT-6072,139-DEF,UBH***********21A
SUP-09,LOT-9680,575-GHI,4U9***********CR2
SUP-09,LOT-6122,728-JKL,722***********G6L
SUP-09,LOT-7762,906-GHI,MKD***********YJ0
SUP-02,LOT-4377,865-ABC,J1G***********J02
SUP-02,LOT-5273,201-ABC,CFS***********CP3
SUP-02,LOT-7408,174-GHI,93D***********2EX
SUP-01,LOT-7263,630-DEF,TBL***********7UF
SUP-01,LOT-2799,113-GHI,CNN***********3F2
SUP-02,LOT-4031,254-JKL,A1M***********433
SUP-01,LOT-2587,646-DEF,HLT***********YL4
SUP-09,LOT-9404,748-ABC,Z6C***********CE6
SUP-01,LOT-8742,930-ABC,C0J***********8NY
SUP-01,LOT-6383,320-DEF,UP3***********T1Y
SUP-02,LOT-3062,734-DEF,BK9***********VKC
SUP-02,LOT-1366,485-ABC,5JY***********AH0
SUP-02,LOT-6252,903-JKL,VE7***********RKJ
SUP-02,LOT-7320,216-DEF,ST1***********P1W
SUP-02,LOT-1922,628-JKL,CAS***********22Y
SUP-01,LOT-2514,151-JKL,GCF***********8RM
SUP-01,LOT-3025,998-JKL,F2H***********181
SUP-09,LOT-6790,193-GHI,RGJ***********CPC
SUP-09,LOT-9421,684-ABC,5E5***********ADT
SUP-02,LOT-7588,459-ABC,707***********YNM
SUP-02,LOT-9565,590-JKL,NAY***********3KX
SUP-02,LOT-5622,957-ABC,5LX***********FBB
