Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift
6043,ga-2,STN-07,2026/03/12 08:21,684-ghi,BOM-2,43.3Nm,146.6F,9.9 bar,46.58,None,AUTO,TL-015,SUP-01,CXM60DL3VLEVAA8FS,WO-85037,0,Leak Detected,0.9871,Evening
6044,GA-2,STN-05,12-03-2026 08:21,654-DEF,BOM-1,43.3Nm,187.8F,10.5 bar,72.83,None,AUTO,TL-024,sup-09,ZXY01LCS5R08DZUN6,WO-63328,0,,1.0004,Night
6045,ga-1,stn-05,2026/03/12 08:22,559-def,BOM-1,,82.9 c,144.8psi,54.16,Reject,automated,TL-018,sup-02,INVALID649,WO-84220,0,Leak Detected,1.01,Evening
6046, Ga-2 ,STN-05,12-03-2026 08:22,325-ABC,BOM-2,49.7,79.4 c,163.7psi,61.94,REJ,AUTO,TL-019,SUP-09,MJ9FLKVD2LLPD39C2,WO-57074,0,Torque Out of Spec,1.0194,Morning
6047,GA-1, STN-07 ,2026/03/12 08:23,255-DEF,BOM-2,54.4 Nm,83.6C,151.9psi,56.01,Reject,Automated,TL-020,SUP-01,C7A9SC9VRJN3C13TU,WO-30824,0,Temperature High,0.9949,Morning
6048,GA-1,stn-07,2026-03-12 08:23,434-DEF,BOM-3,47.3 Nm,75.9,10.8 bar,48.24,na,Automated,TL-009,SUP-01,1GFD5WHTJX7WMLF3Z,WO-78580,0,Temperature High,0.9922,Morning
6049,ga-2, STN-04 ,12-03-2026 08:24,220def,BOM-3,54.2,74.1 c,12.6 bar,64.4,Reject,human,TL-024,sup-01,LUS55SDMR1HG0,WO-90416,0,Visual Defect,1.0174,Evening
6050,GA-2,stn-01,2026/03/12 08:24,902DEF,BOM-3,49.2 Nm,77.6C,163.0psi,54.02,REJ,Human,TL-021,SUP-02,RURGVEB4YP08WPUGW,WO-25232,0,,1.023,Night
6051, Ga-1 ,stn-05,12-03-2026 08:25,156DEF,BOM-1,46.3 Nm,75.4C,12.6 bar,51.67,,Automated,TL-001,SUP-09,VH1GK7FCXMFEDG5AX,WO-81152,0,Temperature High,1.0148,Morning
6052,GA-2, STN-04 ,12-03-2026 08:25,984-def,BOM-2,48.0Nm,215.2F,9.0 bar,36.24,,automated,TL-014,sup-02,F9CF1YET5949F,WO-47778,0,,0.9969,Morning
6053,ga-2, STN-04 ,12-03-2026 08:26,574ABC,BOM-1,,89.1,7.6 bar,73.03,Repair,automated,TL-006,sup-02,9R7HGVTN1594RYDS8,WO-92757,0,Leak Detected,1.051,Morning
6054,ga-1,STN-04,12-03-2026 08:26,318-def,BOM-3,59.9 Nm,70.3C,9.8 bar,60.06,None,Automated,TL-013,SUP-02,703UMLH95F6EHKM6D,WO-89327,1,Temperature High,1.0016,Evening
6055,GA-1,stn-01,12-03-2026 08:27,591def,BOM-1,49.5 Nm,212.7F,9.7 bar,71.07,Reject,human,TL-020,sup-02,29FXY11NWP649D4GG,WO-60577,0,,1.0043,Night
6056, Ga-1 ,stn-02,,429-ghi,BOM-2,53.2,75.7 c,12.2 bar,66.2,REJ,Automated,TL-017,SUP-01,RUZ0ER6145C7FJX10,WO-57274,0,,1.0327,Morning
6057,ga-1,stn-02,12-03-2026 08:28,864abc,BOM-1,47.3 Nm,176.5F,8.3 bar,71.06,REP,automated,TL-020,SUP-02,0CT2LULZAPZX9NG0U,WO-20688,1,,1.0306,Evening
6058, Ga-2 ,STN-07,12-03-2026 08:28,193-abc,BOM-1,44.7 Nm,89.0C,,54.36,REJ,human,TL-011,SUP-01,KA2REE0XV2H2ZM813,WO-43112,0,Leak Detected,1.0142,Night
6059, Ga-2 , STN-01 ,2026-03-12 08:29,797DEF,BOM-2,48.8,60.3C,10.6 bar,46.28,na,automated,TL-002,sup-09,GU92USS5114RYXZN0,WO-59694,0,Visual Defect,0.982,Night
6060,ga-2,stn-07,2026-03-12 08:29,912abc,BOM-2,55.5,77.6,10.2 bar,67.63,OK,human,TL-022,sup-02,YC3GSP0X,WO-77574,0,Torque Out of Spec,1.0023,Night
6061, Ga-1 ,stn-06,2026-03-12 08:30,679-ABC,BOM-3,47.4Nm,74.3C,9.7 bar,61.3,,Human,TL-002,SUP-01,UAR7ST5DYPV6MK6S4,WO-87784,0,Torque Out of Spec,1.0103,Evening
6062,GA-2,STN-05,2026/03/12 08:30,114-ABC,BOM-2,45.6Nm,179.7F,10.5 bar,55.34,Reject,Automated,TL-005,sup-01,YPBA9LULU0DG3NNW3,WO-22247,0,,1.039,Night
6063,ga-2,STN-06,2026/03/12 08:31,378ghi,BOM-1,50.8 Nm,83.7C,11.6 bar,67.43,,HUMAN,TL-018,sup-02,3B0BT8579R,WO-12902,0,,1.059,Morning
6064, Ga-1 , STN-01 ,,755GHI,BOM-1,52.5Nm,79.2C,12.3 bar,63.08,Reject,automated,TL-011,sup-09,KM1L7J75RVERMYGMN,WO-43862,0,,0.988,Morning
6065,GA-2,STN-04,2026/03/12 08:32,230DEF,BOM-1,58.2Nm,78.8 c,10.0 bar,66.39,Reject,Automated,TL-012,SUP-09,YC2B0W4E589N4NKVS,WO-12433,0,Visual Defect,1.0171,Night
6066,GA-1,stn-06,2026/03/12 08:32,978-ghi,BOM-2,51.8,195.2F,8.8 bar,49.78,REJ,automated,TL-002,SUP-01,PZMXVZDXV7DXNLXKL,WO-50807,0,Torque Out of Spec,0.9837,Morning
6067,ga-2,stn-04,2026-03-12 08:33,361-ghi,BOM-1,53.2 Nm,83.0,12.3 bar,69.78,OK,Human,TL-005,sup-02,6LW4L8JR4574M8J4P,WO-69014,0,Leak Detected,0.9975,Night
6068,GA-1,STN-02,2026/03/12 08:33,691GHI,BOM-1,53.6Nm,80.4 c,121.6psi,59.95,Reject,AUTO,TL-017,SUP-01,NZST2FJ39AKR1MP0Z,WO-58145,0,,0.9827,Night
6069, Ga-2 , STN-07 ,2026-03-12 08:34,818-def,BOM-1,44.2Nm,81.5C,183.9psi,70.85,REP,Automated,TL-014,SUP-01,8DJEYS36D61JN0KC9,WO-51336,0,,1.0334,Night
6070,GA-1, STN-07 ,2026/03/12 08:34,833-def,BOM-3,45.2 Nm,98.4C,12.0 bar,69.68,Repair,Automated,TL-007,SUP-02,W1KSEME5LN8UNWBK6,WO-56026,0,Torque Out of Spec,1.0048,Night
6071, Ga-2 ,STN-02,12-03-2026 08:35,903GHI,BOM-3,44.6,81.7C,177.4psi,66.86,REP,automated,TL-010,SUP-01,2F1J7Y8PB06AM2WEV,WO-33656,0,,1.0059,Night
6072,ga-2,stn-01,12-03-2026 08:35,853ABC,BOM-2,43.3 Nm,166.7F,11.0 bar,58.89,REP,Automated,TL-011,sup-02,GBLESXSS5UNRMBDFJ,WO-59600,0,Torque Out of Spec,1.001,Evening
6073,GA-2,stn-03,2026-03-12 08:36,697ABC,BOM-2,54.0,60.9,6.8 bar,67.1,REJ,AUTO,TL-023,SUP-09,WRDK4S55KA6FTMP63,WO-50302,0,Torque Out of Spec,1.0075,Evening
6074, Ga-2 ,STN-07,12-03-2026 08:36,163abc,BOM-1,51.5 Nm,65.7,8.4 bar,71.11,Reject,Automated,TL-022,SUP-09,E60X1T2YY2U1ZT6PV,WO-88382,0,Temperature High,1.0082,Evening
6075,ga-1,STN-06,2026/03/12 08:37,135ABC,BOM-2,50.4 Nm,75.3 c,151.7psi,66.07,None,AUTO,TL-012,sup-01,5VRXD868P07AJJ13U,WO-89743,0,,0.9863,Morning
6076,GA-2,STN-04,2026-03-12 08:37,155GHI,BOM-2,37.0 Nm,78.9C,9.0 bar,62.03,REP,HUMAN,TL-005,sup-02,8VF9LAHERWTKCHXH4,WO-43440,0,Temperature High,0.9662,Evening
6077,ga-2,stn-07,2026/03/12 08:38,861-abc,BOM-1,60.3 Nm,166.0F,9.5 bar,67.12,Reject,Automated,TL-014,sup-01,27SW752TB08XF,WO-58353,0,Torque Out of Spec,0.9735,Night
6078,GA-1,stn-06,2026/03/12 08:38,914def,BOM-3,45.5,83.5C,10.9 bar,54.74,Reject,AUTO,TL-001,sup-01,MP6JLY5YZGGCKJFDT,WO-31722,0,Leak Detected,0.9678,Morning
6079,GA-2,stn-05,2026-03-12 08:39,773ghi,BOM-3,60.3,165.8F,141.3psi,75.14,REJ,AUTO,TL-016,SUP-09,9RMZ8U1GV552GKWJF,WO-58952,0,Temperature High,1.0039,Morning
6080,GA-1, STN-04 ,2026/03/12 08:39,363DEF,BOM-3,42.8 Nm,70.9,8.2 bar,43.18,Repair,Human,TL-014,SUP-09,E3381PKEZVDDD91Z6,WO-95454,0,Visual Defect,0.9837,Evening
6081,ga-1,STN-07,2026-03-12 08:40,640ghi,BOM-1,45.9 Nm,187.0F,11.3 bar,60.34,na,HUMAN,TL-022,sup-09,FBNL0X2Y7NR9SXX0E,WO-66051,0,Leak Detected,1.0196,Night
6082,GA-2,stn-02,,,BOM-3,39.0Nm,93.7,156.2psi,55.94,REJ,Human,TL-011,SUP-02,PMZBVJJV88CMMRXMD,WO-51895,0,Leak Detected,1.0048,Night
6083, Ga-2 ,stn-04,2026/03/12 08:41,228-abc,BOM-1,51.8,68.9C,9.6 bar,53.59,None,AUTO,TL-014,sup-09,1LK78GRL8SCPTUAX3,WO-53038,0,Visual Defect,0.9633,Night
6084,ga-2,stn-04,2026/03/12 08:41,980GHI,BOM-3,44.5Nm,82.4 c,11.1 bar,63.05,REP,automated,TL-002,sup-01,4ZA9TWA3VSD1053L9,WO-47810,0,,0.9918,Night
6085, Ga-2 ,stn-07,12-03-2026 08:42,304ghi,BOM-1,44.6 Nm,60.9,10.1 bar,48.75,REP,human,TL-020,sup-01,INVALID737,WO-18105,0,Visual Defect,0.9575,Morning
6086, Ga-2 ,stn-01,2026-03-12 08:42,510-ABC,BOM-2,43.1 Nm,149.5F,174.0psi,81.52,Repair,HUMAN,TL-008,SUP-02,399C4W31B7PARZXP4,WO-28245,0,Temperature High,0.9771,Morning
6087, Ga-2 ,STN-01,2026/03/12 08:43,812def,BOM-3,53.9,165.4F,10.2 bar,46.48,REP,human,TL-019,SUP-09,9FF9DL003E1Z3DB6K,WO-81243,0,Leak Detected,0.9902,Evening
6088, Ga-1 ,stn-03,2026-03-12 08:43,924-abc,BOM-2,53.6,91.3 c,12.0 bar,50.49,REJ,Human,TL-006,sup-02,X3MPDGKDXN7415MMK,WO-86495,1,Leak Detected,0.9811,Morning
6089,ga-1,stn-03,2026-03-12 08:44,266-DEF,BOM-1,59.1 Nm,72.2C,7.2 bar,49.54,na,Automated,TL-009,sup-02,JSDX72EFBGTB055JL,WO-73801,0,Torque Out of Spec,1.0377,Night
6090, Ga-1 , STN-01 ,2026/03/12 08:44,469def,BOM-2,46.6 Nm,161.3F,155.0psi,61.98,None,Human,TL-007,SUP-02,R35KV218GV79JZTPW,WO-27737,0,Temperature High,1.015,Morning
6091, Ga-2 ,STN-06,2026/03/12 08:45,119ABC,BOM-1,51.1Nm,80.4,136.3psi,70.15,None,AUTO,TL-022,sup-01,7YK14PGS6CYLN65P4,WO-81163,0,Torque Out of Spec,0.9934,Evening
6092, Ga-2 ,stn-04,2026-03-12 08:45,443ghi,BOM-3,43.6 Nm,80.4,8.7 bar,65.26,Reject,automated,TL-019,sup-09,VADTYU4YS3CXXWCR0,WO-57955,0,,1.0285,Morning
6093,ga-2, STN-07 ,2026/03/12 08:46,723def,BOM-2,48.3,72.1 c,11.7 bar,74.72,Repair,AUTO,TL-017,sup-02,928VBZXVVT7728N3T,WO-75478,0,Visual Defect,0.9805,Evening
6094,GA-1,STN-03,12-03-2026 08:46,,BOM-1,47.4 Nm,99.9 c,11.3 bar,51.73,,HUMAN,TL-008,SUP-09,6FC1F4SBAGCRR994N,WO-66491,0,Leak Detected,0.9934,Morning
6095,ga-2,stn-07,2026/03/12 08:47,434-ABC,BOM-1,52.3Nm,77.3C,7.0 bar,66.59,REP,human,TL-018,SUP-02,L5W7TPC2JATKFVTF2,WO-66921,1,,1.0171,Night
6096, Ga-1 ,stn-02,12-03-2026 08:47,713-DEF,BOM-2,55.1,81.1,11.1 bar,56.96,REJ,human,TL-012,sup-09,GG0GCZD7ALMDF6F6R,WO-77509,0,,0.9777,Morning
6097,GA-1,stn-02,2026-03-12 08:48,590abc,BOM-1,55.0Nm,76.0C,157.9psi,62.28,Reject,Human,TL-018,SUP-01,M75PUS0VRA0T2PDFB,WO-53415,0,,1.0137,Morning
6098,GA-1,STN-05,12-03-2026 08:48,277-DEF,BOM-1,45.8,,8.9 bar,71.09,Repair,HUMAN,TL-007,SUP-09,CGR7LCM7W4K93GGBA,WO-84210,0,Torque Out of Spec,1.0059,Night
6099,ga-1,STN-07,12-03-2026 08:49,187abc,BOM-2,55.0Nm,92.3C,8.7 bar,43.08,na,automated,TL-013,sup-01,BVL5YHX1GC4D30T91,WO-43963,0,Torque Out of Spec,1.0118,Evening
6100, Ga-2 ,stn-07,12-03-2026 08:49,836-def,BOM-3,49.8 Nm,96.6,7.6 bar,79.91,OK,automated,TL-023,sup-01,L6JBV1Z2RM0E,WO-38488,0,Leak Detected,1.0359,Night
6101,GA-2,stn-02,2026-03-12 08:50,384-GHI,BOM-1,,72.4C,9.5 bar,58.55,Reject,automated,TL-002,SUP-02,HBLSSEGWF,WO-99554,0,Temperature High,1.0091,Evening
6102,GA-2,stn-06,2026-03-12 08:50,250-abc,BOM-2,46.5 Nm,91.0C,9.7 bar,43.93,Repair,Human,TL-019,SUP-02,LDGAW465RTKP0S5DX,WO-67541,0,Visual Defect,1.0025,Night
6103,ga-2, STN-04 ,12-03-2026 08:51,546DEF,BOM-2,47.2,85.5C,11.2 bar,53.07,Reject,Automated,TL-017,sup-01,GKX6XT6HZ3WMEXPSH,WO-53225,0,Temperature High,0.9701,Evening
6104,GA-1,stn-02,2026/03/12 08:51,869-ghi,BOM-3,58.7Nm,89.7,10.4 bar,61.02,OK,human,TL-011,SUP-02,R20YPU9W6KRXHFXNZ,WO-35746,0,Visual Defect,1.0042,Night
6105, Ga-2 ,stn-02,2026/03/12 08:52,501-ghi,BOM-3,51.5,174.3F,121.9psi,53.07,None,HUMAN,TL-022,sup-09,15VXDVX9S7X7S1BFF,WO-47513,0,,0.9904,Night
6106, Ga-1 ,STN-03,2026/03/12 08:52,579-def,BOM-3,50.9Nm,78.1 c,10.4 bar,39.52,REJ,automated,TL-018,SUP-09,A4RDMDF4KYU9P10BG,WO-93622,0,Visual Defect,0.9975,Night
6107,ga-1,STN-01,2026-03-12 08:53,,BOM-2,48.7,192.8F,139.5psi,60.97,Repair,HUMAN,TL-013,SUP-02,K73DZ5PDDRT3L70VP,WO-13404,0,Torque Out of Spec,0.9905,Morning
6108,ga-1,stn-02,2026-03-12 08:53,380-ABC,BOM-1,62.2,89.5C,124.7psi,52.78,OK,human,TL-008,sup-02,62R5D22TN6KD1GB2V,WO-17016,0,Torque Out of Spec,1.0098,Night
6109,ga-2,stn-03,2026/03/12 08:54,965-ghi,BOM-3,56.5Nm,95.7C,7.6 bar,66.51,REJ,AUTO,TL-017,SUP-09,0PSHJZ1JTSKYSZMW3,WO-47178,0,Temperature High,0.9802,Evening
6110, Ga-1 , STN-03 ,2026-03-12 08:54,226-abc,BOM-3,46.4 Nm,82.0,158.6psi,49.32,,Automated,TL-002,SUP-02,LXF0B9NF6UDRRSBXW,WO-11530,0,Temperature High,1.0042,Night
6111,ga-2,STN-03,12-03-2026 08:55,520abc,BOM-2,48.6 Nm,174.1F,10.7 bar,82.62,REJ,HUMAN,TL-007,sup-02,FAHX2RZH8SB6N5CXB,WO-21117,1,Torque Out of Spec,0.9792,Evening
6112, Ga-2 , STN-01 ,2026-03-12 08:55,526-abc,BOM-2,48.9,55.4,10.8 bar,65.14,Reject,HUMAN,TL-011,sup-09,06HJK3LN0KVV2LCL4,WO-49370,0,,0.964,Morning
6113,GA-1,STN-03,2026-03-12 08:56,887def,BOM-3,50.7,63.9,8.9 bar,61.97,REP,Human,TL-006,SUP-02,9TKAAA7RZFNAC1Y43,WO-88440,0,Temperature High,0.9932,Morning
6114,ga-1,stn-07,2026-03-12 08:56,674-ghi,BOM-2,46.5Nm,76.1C,10.3 bar,66.23,Reject,AUTO,TL-014,sup-01,INVALID991,WO-43469,0,Temperature High,1.0093,Morning
6115,ga-1, STN-02 ,12-03-2026 08:57,625-def,BOM-1,52.2 Nm,69.0,115.1psi,41.78,na,human,TL-021,SUP-01,5N7HBZ338MXPXJNK4,WO-15382,0,,0.9845,Morning
6116, Ga-1 ,STN-05,12-03-2026 08:57,614ghi,BOM-1,57.3Nm,190.7F,8.5 bar,55.03,REP,Automated,TL-009,sup-02,J839CVUARTHS4FZT5,WO-86940,0,Leak Detected,1.0027,Evening
6117,ga-1, STN-05 ,12-03-2026 08:58,787-DEF,BOM-2,43.4 Nm,66.9 c,10.1 bar,77.83,Reject,automated,TL-010,SUP-01,1JR0BX6UE4UCF4CEG,WO-61397,0,,0.9927,Morning
6118, Ga-1 ,STN-04,2026/03/12 08:58,216ghi,BOM-2,44.4,167.0F,150.7psi,56.8,REJ,Automated,TL-010,sup-02,UZBH4JAKKLWMJKFLV,WO-48836,0,,0.9793,Night
6119,GA-2,STN-05,12-03-2026 08:59,630-GHI,BOM-1,47.6Nm,,7.6 bar,59.37,REJ,AUTO,TL-018,sup-01,7NU2PRBHS1CAUAB89,WO-50625,0,Torque Out of Spec,1.0111,Morning
6120,ga-1,stn-07,2026-03-12 08:59,123ghi,BOM-2,,,8.4 bar,55.34,OK,human,TL-018,sup-09,INVALID105,WO-22093,0,Torque Out of Spec,0.987,Morning
6121,ga-2,STN-05,12-03-2026 09:00,528-GHI,BOM-1,60.0 Nm,165.1F,9.5 bar,74.65,Reject,human,TL-006,sup-02,HTXLTS20PWZ1F89MM,WO-95083,0,Torque Out of Spec,1.0075,Morning
6122,ga-2, STN-05 ,2026-03-12 09:00,327GHI,BOM-3,55.0,84.5C,11.4 bar,57.55,Reject,automated,TL-022,SUP-09,VSHT8FH9G4DAXK8GH,WO-87372,0,Visual Defect,0.9708,Evening
6123, Ga-2 ,stn-04,2026-03-12 09:01,198def,BOM-2,54.7,82.0C,8.8 bar,47.48,na,Human,TL-016,SUP-02,ND673X149K1BDX9ZA,WO-97590,0,Temperature High,1.0027,Morning
6124,ga-2,stn-05,2026/03/12 09:01,768ABC,BOM-3,48.7Nm,89.0C,148.1psi,85.79,REP,Automated,TL-022,SUP-09,INVALID462,WO-92849,0,,1.0125,Night
6125, Ga-2 , STN-06 ,12-03-2026 09:02,673-abc,BOM-1,48.6,88.5C,150.3psi,46.25,Reject,human,TL-022,sup-01,8V35FWBZE95RMRE64,WO-38345,0,Temperature High,1.007,Night
6126,GA-1,stn-05,2026/03/12 09:02,187-abc,BOM-2,42.7Nm,79.7,9.6 bar,59.03,REJ,Human,TL-014,sup-02,7VC36BH0KWEWHEGLW,WO-43483,1,Torque Out of Spec,1.0179,Morning
6127,GA-1,STN-04,2026-03-12 09:03,159-ABC,BOM-1,53.9,63.0 c,10.4 bar,51.58,REJ,Human,TL-017,sup-01,0K4SJVHY58PEA38FB,WO-58336,0,Visual Defect,1.0129,Night
6128, Ga-1 ,STN-01,2026-03-12 09:03,646abc,BOM-1,52.5Nm,77.7,115.7psi,52.98,None,human,TL-016,SUP-09,LAN6KE7ANRCBJM2HJ,WO-41907,0,Visual Defect,1.006,Morning
6129,GA-1, STN-05 ,2026/03/12 09:04,838-abc,BOM-1,56.4Nm,79.8C,9.0 bar,49.4,,HUMAN,TL-015,sup-01,GR7EA0883ADNRR274,WO-83818,1,Temperature High,1.0169,Night
6130, Ga-1 ,stn-01,2026/03/12 09:04,804ghi,BOM-1,48.9 Nm,82.9,12.2 bar,54.6,Reject,AUTO,TL-013,SUP-02,ZNPXUKND952Z4P67Y,WO-74117,0,Torque Out of Spec,0.9925,Night
6131,ga-1,stn-05,,562GHI,BOM-3,49.3,72.6 c,12.3 bar,69.84,Reject,human,TL-006,SUP-09,2SFK1M1EWFKE4NZJT,WO-97856,0,,1.0104,Morning
6132,ga-2, STN-06 ,12-03-2026 09:05,420-abc,BOM-1,50.9,196.5F,163.3psi,40.98,OK,HUMAN,TL-009,SUP-09,L7FFCVP27BHET7D03,WO-75171,0,Visual Defect,1.0004,Morning
6133, Ga-2 ,STN-04,12-03-2026 09:06,270DEF,BOM-2,54.5 Nm,80.1,11.7 bar,72.61,None,automated,TL-017,sup-02,S7BELY2UND4NC0CF4,WO-60385,0,,1.037,Morning
6134,ga-2,STN-07,2026-03-12 09:06,745ghi,BOM-3,42.6Nm,70.8C,7.3 bar,70.88,None,AUTO,TL-018,sup-09,DRJ56CBNN7UMHVLXM,WO-21864,0,Torque Out of Spec,1.0055,Morning
6135, Ga-2 ,stn-02,12-03-2026 09:07,529ghi,BOM-2,53.7 Nm,167.8F,8.6 bar,65.09,Repair,Automated,TL-012,SUP-09,311Z6N6NP3TD9085K,WO-63811,1,Temperature High,0.9743,Evening
6136,GA-2,STN-04,2026-03-12 09:07,761abc,BOM-2,49.9,99.3C,9.5 bar,61.26,Reject,Automated,TL-003,sup-01,0BU7E3CCJ2YD3T1Y1,WO-78759,0,Torque Out of Spec,1.0051,Night
6137, Ga-2 ,stn-05,2026-03-12 09:08,539DEF,BOM-3,44.7,86.6C,197.5psi,62.77,,automated,TL-004,sup-01,K7HTZCBWR7VLNDXTH,WO-69066,1,Leak Detected,0.981,Evening
6138,GA-2,STN-02,2026/03/12 09:08,881abc,BOM-3,39.6Nm,194.9F,9.5 bar,74.23,,Automated,TL-022,sup-01,MMTVWS8CF1MEBZVJ0,WO-99346,0,,1.0146,Night
6139,GA-1,stn-07,12-03-2026 09:09,889-GHI,BOM-1,49.3Nm,69.6,11.1 bar,42.54,REJ,automated,TL-004,SUP-01,K8KB17TKERLW14U14,WO-31179,0,Visual Defect,1.0149,Morning
6140,ga-2, STN-03 ,2026-03-12 09:09,791-def,BOM-3,57.2Nm,73.1,10.6 bar,67.27,None,Automated,TL-007,SUP-02,MKMSCLG4WMJPM3Z5J,WO-95011,1,,0.9878,Morning
6141,ga-1,stn-07,12-03-2026 09:10,459-ghi,BOM-1,58.4,73.2,10.5 bar,52.54,,Human,TL-002,SUP-09,C347FW9MN8UKDNGSR,WO-72021,0,Torque Out of Spec,0.9792,Night
6142,GA-1,STN-07,12-03-2026 09:10,252-ghi,BOM-2,51.8,81.8C,10.0 bar,68.26,Repair,automated,TL-006,SUP-01,INVALID185,WO-28930,0,Temperature High,1.0027,Morning
6143, Ga-1 , STN-03 ,2026-03-12 09:11,373-abc,BOM-3,59.8Nm,78.3C,8.2 bar,53.86,OK,HUMAN,TL-021,sup-01,TENP92JHW2YL05J96,WO-32809,0,Visual Defect,0.9819,Evening
6144, Ga-2 ,stn-03,2026/03/12 09:11,767abc,BOM-2,49.8,75.1 c,5.9 bar,67.07,REJ,human,TL-007,SUP-01,F1RZMN7XPKSL0TSJC,WO-84139,0,Leak Detected,0.9832,Evening
6145,ga-1,STN-06,2026-03-12 09:12,179-GHI,BOM-2,54.8Nm,76.4,11.9 bar,44.52,,AUTO,TL-021,sup-01,1Z79JW6P4PFZ2ZCU9,WO-42365,0,Visual Defect,0.9899,Morning
6146,ga-2, STN-03 ,,100ghi,BOM-3,47.7Nm,72.1,9.1 bar,43.07,Reject,human,TL-020,SUP-02,172KE2FA4A4CVDMJD,WO-60516,0,Temperature High,1.0125,Evening
6147,GA-2, STN-05 ,12-03-2026 09:13,213-def,BOM-2,47.4,172.8F,7.2 bar,58.87,na,human,TL-017,SUP-01,INVALID193,WO-31603,0,Visual Defect,0.9703,Night
6148,GA-1,STN-01,2026-03-12 09:13,,BOM-2,46.6Nm,91.1C,154.5psi,74.36,REJ,Automated,TL-007,SUP-02,VES1EL3L3NJ6G54C6,WO-70030,0,Temperature High,0.9849,Night
6149,ga-2,STN-03,2026/03/12 09:70,312-GHI,BOM-2,39.7,64.9C,,65.36,Repair,automated,TL-024,sup-09,D6X7P6ZECDCPFPH,WO-77879,0,,1.048,Evening
6150, Ga-2 , STN-01 ,2026/03/12 09:14,394abc,BOM-1,56.4 Nm,182.2F,11.2 bar,65.29,Repair,human,TL-015,SUP-02,INVALID497,WO-47301,0,Torque Out of Spec,1.0391,Night
6151, Ga-2 , STN-05 ,12-03-2026 09:15,436def,BOM-1,46.8 Nm,93.8C,11.7 bar,68.6,None,AUTO,TL-019,SUP-02,3LFLT545TY50PAPCV,WO-53524,1,Torque Out of Spec,1.0242,Morning
6152,GA-2,stn-03,2026-03-12 09:15,740-ghi,BOM-3,46.0 Nm,172.7F,8.6 bar,56.03,na,automated,TL-009,sup-09,INVALID622,WO-24393,0,Leak Detected,1.0009,Night
6153, Ga-2 , STN-07 ,2026/03/12 09:16,211ghi,BOM-1,44.1 Nm,74.7C,8.7 bar,66.11,REP,HUMAN,TL-016,sup-09,Y29EEGWHA3W3KZDPH,WO-29131,1,Torque Out of Spec,1.015,Night
6154,ga-1, STN-05 ,,848-DEF,BOM-3,49.0 Nm,89.2,138.1psi,54.2,REP,HUMAN,TL-016,SUP-01,KCL9M61R30CJ98SU8,WO-64868,0,Torque Out of Spec,0.9923,Morning
6155,ga-2,stn-03,2026-03-12 09:17,867-ABC,BOM-3,58.8,70.2C,11.2 bar,56.86,Repair,AUTO,TL-015,SUP-02,URM6MFB4R,WO-24395,0,Leak Detected,0.9459,Morning
6156, Ga-2 , STN-01 ,2026-03-12 09:17,538-GHI,BOM-3,60.5Nm,175.6F,6.8 bar,58.1,REP,Automated,TL-015,sup-02,41S5SV7SJ29NBP35A,WO-73405,1,,0.9886,Night
6157,GA-2,stn-05,2026/03/12 09:18,454-GHI,BOM-1,41.7,69.6C,10.2 bar,54.54,REJ,automated,TL-017,SUP-01,M1RMNVBXWAZGDMWG1,WO-68582,0,Visual Defect,0.9905,Morning
6158, Ga-1 ,stn-06,,655ABC,BOM-3,48.2Nm,61.3C,165.3psi,59.34,Reject,Human,TL-024,sup-01,0SB0Y0SU1XG69GPT2,WO-88799,0,Visual Defect,1.0006,Evening
6159,GA-2,STN-06,2026/03/12 09:19,291ghi,BOM-3,44.8,78.5,11.3 bar,57.45,REP,HUMAN,TL-021,sup-01,7TB4GSGM6K1FA683E,WO-92602,0,Visual Defect,1.0097,Evening
6160, Ga-1 ,stn-07,12-03-2026 09:19,157-ABC,BOM-3,54.9Nm,67.4 c,160.4psi,52.92,OK,AUTO,TL-008,sup-02,W5RYTJ8LXTVK1K95J,WO-57119,0,Visual Defect,1.033,Evening
6161, Ga-1 , STN-01 ,12-03-2026 09:20,130-DEF,BOM-2,51.4Nm,79.9 c,11.6 bar,58.59,,human,TL-022,sup-02,YZPENHKD850VTMWHN,WO-84494,0,,1.0006,Night
6162, Ga-1 ,STN-03,2026-03-12 09:20,422-GHI,BOM-2,46.8Nm,91.2,5.9 bar,61.55,Reject,Human,TL-009,sup-01,RWVLRV2BKUZRPUMNY,WO-61289,0,Torque Out of Spec,0.9799,Evening
6163, Ga-2 , STN-01 ,2026/03/12 09:21,,BOM-2,50.4Nm,98.5C,12.4 bar,49.0,Reject,Human,TL-006,SUP-01,A8FA9KXH93BGGGKZC,WO-83216,0,Visual Defect,0.9961,Evening
6164,GA-2, STN-03 ,2026-03-12 09:21,599-DEF,BOM-1,47.6Nm,80.9,10.5 bar,64.17,Repair,AUTO,TL-005,SUP-02,395U7Y8VVKSYAU8EM,WO-83856,0,Torque Out of Spec,1.0129,Evening
6165,GA-2,STN-04,2026-03-12 09:22,933-def,BOM-2,58.1Nm,90.2 c,12.0 bar,55.06,Repair,Human,TL-017,SUP-09,FR5FFZCESXWU3Y8MG,WO-43437,0,Leak Detected,0.9978,Night
